experiment_id,metric,day,control_n,control_mean,control_se,treatment_n,treatment_mean,treatment_se,obs_lift,obs_lift_se,true_effect
draft_autosave,review_completions,25,214501,0.13813248,0.000745,213385,0.1411792,0.0007538,0.02205646,0.00775661,0.03
draft_autosave,review_completions,26,186857,0.1299655,0.00077791,187891,0.13725466,0.00079387,0.05608536,0.0087903,0.03
draft_autosave,review_completions,27,193421,0.13260682,0.00077115,210801,0.13595398,0.0007465,0.02524127,0.00819981,0.03
draft_autosave,review_completions,28,221040,0.14034773,0.0007388,200853,0.14436549,0.00078422,0.02862713,0.00778088,0.03
draft_autosave,review_completions,29,186420,0.14553671,0.00081675,210022,0.15022635,0.00077964,0.03222308,0.0078901,0.03
draft_autosave,review_completions,30,214686,0.14788991,0.00076615,204894,0.15195538,0.00079305,0.02748983,0.0075558,0.03
draft_autosave,review_completions,31,214086,0.14397904,0.00075875,211464,0.14958519,0.00077561,0.03893726,0.00768084,0.03
draft_autosave,review_completions,32,209960,0.13554486,0.00074704,188341,0.14068109,0.00080117,0.03789322,0.00822542,0.03
draft_autosave,review_completions,33,214843,0.13036166,0.00072641,224887,0.13460039,0.0007197,0.0325151,0.00797379,0.03
draft_autosave,review_completions,34,218230,0.13356865,0.00072822,198045,0.13700406,0.00077266,0.02572014,0.0080459,0.03
draft_autosave,review_completions,35,186786,0.13937002,0.00080135,207449,0.14477989,0.00077257,0.03881663,0.0081489,0.03
draft_autosave,review_completions,36,208752,0.14600052,0.00077284,200849,0.14984228,0.0007964,0.02631333,0.00769864,0.03
draft_autosave,review_completions,37,215152,0.14882019,0.00076731,214213,0.15228864,0.00077631,0.02330631,0.00741945,0.03
draft_autosave,review_completions,38,212102,0.1447994,0.00076409,198479,0.14913298,0.00079958,0.02992814,0.00774786,0.03
draft_autosave,review_completions,39,197614,0.13771741,0.00077519,208916,0.13888702,0.00075662,0.00849282,0.0078999,0.03
draft_autosave,review_completions,40,201522,0.13132519,0.00075239,209567,0.13602796,0.00074886,0.03581016,0.00823003,0.03
draft_autosave,review_completions,41,197148,0.13202653,0.00076241,190978,0.13808378,0.00078943,0.04587906,0.00849876,0.03
draft_autosave,draft_abandonment,0,286911,0.30979411,0.00086328,249781,0.2964484,0.00091378,-0.0430793,0.00397631,-0.045
draft_autosave,draft_abandonment,1,291575,0.32456132,0.00086709,259180,0.3101012,0.00090854,-0.04455283,0.00378834,-0.045
draft_autosave,draft_abandonment,2,259832,0.32822314,0.00092119,259819,0.31411225,0.00091061,-0.04299176,0.00386153,-0.045
draft_autosave,draft_abandonment,3,291118,0.3177359,0.00086293,278729,0.30326957,0.00087067,-0.04552939,0.00377207,-0.045
draft_autosave,draft_abandonment,4,260189,0.30078454,0.00089906,269302,0.28841018,0.00087297,-0.04114028,0.00407895,-0.045
draft_autosave,draft_abandonment,5,274781,0.29145335,0.00086691,244435,0.27835453,0.00090652,-0.04494313,0.0042124,-0.045
draft_autosave,draft_abandonment,6,296240,0.29541525,0.00083823,267766,0.28183073,0.00086942,-0.04598447,0.00399865,-0.045
draft_autosave,draft_abandonment,7,277032,0.31049666,0.00087909,254616,0.29586855,0.00090455,-0.04711196,0.00397056,-0.045
draft_autosave,draft_abandonment,8,296787,0.32391614,0.000859,245195,0.30957588,0.00093365,-0.04427154,0.00383823,-0.045
draft_autosave,draft_abandonment,9,247868,0.32879844,0.00094359,264490,0.31330404,0.0009019,-0.04712432,0.00387325,-0.045
draft_autosave,draft_abandonment,10,278246,0.31959726,0.00088404,273178,0.30472216,0.00088066,-0.04654326,0.00381426,-0.045
draft_autosave,draft_abandonment,11,296293,0.30234123,0.00084374,291516,0.28791931,0.00083863,-0.04770082,0.00384142,-0.045
draft_autosave,draft_abandonment,12,289488,0.29168015,0.0008448,270986,0.27741698,0.00086008,-0.04890005,0.00403523,-0.045
draft_autosave,draft_abandonment,13,261515,0.29579635,0.00089248,247506,0.28253603,0.00090499,-0.0448292,0.00420311,-0.045
draft_autosave,draft_abandonment,14,257537,0.31008058,0.00091142,278091,0.29476045,0.00086459,-0.04940692,0.00394731,-0.045
draft_autosave,draft_abandonment,15,248593,0.32481538,0.00093926,244771,0.31082239,0.0009355,-0.04307983,0.00399396,-0.045
draft_autosave,draft_abandonment,16,248458,0.3284015,0.00094217,292644,0.31241204,0.00085676,-0.04868875,0.00377561,-0.045
draft_autosave,draft_abandonment,17,259070,0.31949096,0.00091609,262061,0.30426181,0.00089876,-0.04766691,0.00392047,-0.045
draft_autosave,draft_abandonment,18,255074,0.30231576,0.00090934,272238,0.28729862,0.00086725,-0.04967369,0.00404975,-0.045
draft_autosave,draft_abandonment,19,251137,0.29325623,0.00090845,284778,0.27749993,0.00083907,-0.05372877,0.00409626,-0.045
draft_autosave,draft_abandonment,20,292567,0.29511462,0.00084322,295973,0.28114105,0.00082634,-0.04734962,0.00390506,-0.045
draft_autosave,draft_abandonment,21,273899,0.31100361,0.0008845,290093,0.29564251,0.00084725,-0.04939202,0.00383805,-0.045
draft_autosave,draft_abandonment,22,285814,0.32304645,0.00087472,285620,0.30927879,0.00086483,-0.0426182,0.00372654,-0.045
draft_autosave,draft_abandonment,23,288836,0.32890027,0.00087418,290922,0.3136719,0.00086023,-0.04630089,0.00364226,-0.045
draft_autosave,draft_abandonment,24,248532,0.31736251,0.00093364,273864,0.30501227,0.00087979,-0.03891525,0.00395971,-0.045
draft_autosave,draft_abandonment,25,272752,0.30149891,0.0008787,262728,0.28858624,0.00088399,-0.04282826,0.00404704,-0.045
draft_autosave,draft_abandonment,26,251156,0.29134904,0.00090667,246425,0.27935402,0.00090385,-0.04117062,0.00430438,-0.045
draft_autosave,draft_abandonment,27,260416,0.29690755,0.00089533,248559,0.28189637,0.00090245,-0.05055844,0.0041756,-0.045
draft_autosave,draft_abandonment,28,289248,0.31108723,0.00086077,296483,0.29586103,0.00083825,-0.04894512,0.00376641,-0.045
draft_autosave,draft_abandonment,29,278866,0.32437713,0.0008865,261644,0.31021395,0.00090434,-0.04366269,0.00382145,-0.045
draft_autosave,draft_abandonment,30,249798,0.3278968,0.00093927,293375,0.31453764,0.00085727,-0.04074197,0.00379288,-0.045
draft_autosave,draft_abandonment,31,294476,0.31757586,0.00085788,280516,0.30565875,0.00086981,-0.03752524,0.00377644,-0.045
draft_autosave,draft_abandonment,32,279918,0.30128771,0.00086721,252651,0.28847445,0.00090134,-0.04252834,0.00406755,-0.045
draft_autosave,draft_abandonment,33,259640,0.29297168,0.00089319,280287,0.27869267,0.00084688,-0.04873852,0.00409472,-0.045
draft_autosave,draft_abandonment,34,261815,0.29503958,0.0008913,255877,0.28385849,0.00089132,-0.03789691,0.00419216,-0.045
draft_autosave,draft_abandonment,35,298658,0.30975338,0.0008461,263985,0.29771424,0.00088995,-0.03886686,0.00389195,-0.045
draft_autosave,draft_abandonment,36,296543,0.32492905,0.00086005,255773,0.31008723,0.00091456,-0.0456771,0.00378191,-0.045
draft_autosave,draft_abandonment,37,279440,0.32737477,0.0008877,261405,0.31311757,0.00090706,-0.04355008,0.00379513,-0.045
draft_autosave,draft_abandonment,38,292889,0.31818602,0.00086064,272029,0.30426517,0.00088215,-0.04375066,0.00379161,-0.045
draft_autosave,draft_abandonment,39,283913,0.30218095,0.00086181,247636,0.28885334,0.00091078,-0.04410475,0.00406403,-0.045
draft_autosave,draft_abandonment,40,262965,0.2911161,0.00088587,282884,0.27808584,0.00084242,-0.04475968,0.00410164,-0.045
draft_autosave,draft_abandonment,41,249978,0.29613628,0.00091314,258401,0.28243025,0.00088561,-0.04628286,0.00419424,-0.045
weekend_promo_banner,review_starts,0,298995,0.21913672,0.00075651,288329,0.22884421,0.00078234,0.0442988,0.00507373,0.046
weekend_promo_banner,review_starts,1,322210,0.2304897,0.00074193,334955,0.23904952,0.00073693,0.03713754,0.00462254,0.03237568
weekend_promo_banner,review_starts,2,331040,0.23273183,0.00073445,310950,0.24134341,0.00076735,0.03700215,0.00464551,0.02538072
weekend_promo_banner,review_starts,3,287480,0.22615928,0.00078024,311900,0.23198052,0.0007558,0.02573955,0.00486734,0.02178939
weekend_promo_banner,review_starts,4,308605,0.21403432,0.00073832,324113,0.21862386,0.00072599,0.021443,0.00489083,0.01994554
weekend_promo_banner,review_starts,5,340677,0.20722636,0.00069443,332110,0.2091938,0.00070578,0.00949416,0.00480036,0.01899887
weekend_promo_banner,review_starts,6,319621,0.21088232,0.00072156,284356,0.21212171,0.00076664,0.00587721,0.00500616,0.01851284
weekend_promo_banner,review_starts,7,281660,0.21932113,0.00077968,304696,0.22318102,0.00075432,0.01759929,0.00499154,0.0182633
weekend_promo_banner,review_starts,8,290819,0.23099684,0.00078155,301075,0.23645937,0.00077439,0.02364763,0.0048201,0.01813518
weekend_promo_banner,review_starts,9,338374,0.23252813,0.00072622,332062,0.23879957,0.00073987,0.02697066,0.00451793,0.01806941
weekend_promo_banner,review_starts,10,330194,0.22608308,0.00072794,320582,0.2304893,0.00074381,0.01948938,0.00464749,0.01803563
weekend_promo_banner,review_starts,11,307452,0.21379191,0.00073939,289945,0.21671593,0.00076515,0.01367698,0.00500993,0.01801829
weekend_promo_banner,review_starts,12,339239,0.20774577,0.00069654,286805,0.20798523,0.00075786,0.00115265,0.00495737,0.01800939
weekend_promo_banner,review_starts,13,339138,0.21117403,0.00070085,284497,0.21123724,0.00076528,0.00029935,0.00491466,0.01800482
weekend_promo_banner,review_starts,14,329064,0.22126052,0.00072362,310020,0.22563832,0.00075073,0.01978571,0.00475766,0.01800248
weekend_promo_banner,review_starts,15,296629,0.22932768,0.00077189,311614,0.23545881,0.00076006,0.02673523,0.00478829,0.01800127
weekend_promo_banner,review_starts,16,280588,0.23265182,0.00079765,297866,0.23948255,0.00078195,0.02936032,0.00487359,0.01800065
weekend_promo_banner,review_starts,17,306511,0.22532315,0.00075464,313135,0.23073429,0.00075288,0.02401498,0.00478818,0.01800034
weekend_promo_banner,review_starts,18,316968,0.2143561,0.00072891,310469,0.21770508,0.00074065,0.01562347,0.00488526,0.01800017
weekend_promo_banner,review_starts,19,337541,0.2076822,0.00069821,329040,0.20826762,0.00070791,0.00281884,0.00479425,0.01800009
weekend_promo_banner,review_starts,20,323874,0.21039343,0.0007162,305513,0.21130935,0.00073858,0.00435338,0.00490024,0.01800005
weekend_promo_banner,review_starts,21,321609,0.21989436,0.00073033,318833,0.2241217,0.00073851,0.01922437,0.00476849,0.01800002
weekend_promo_banner,review_starts,22,340334,0.23061891,0.00072205,297722,0.23636892,0.00077863,0.02493293,0.00465797,0.01800001
weekend_promo_banner,review_starts,23,336477,0.23364167,0.00072948,306646,0.24112223,0.00077248,0.03201723,0.00461668,0.01800001
weekend_promo_banner,review_starts,24,295129,0.22712506,0.00077123,334688,0.23096624,0.0007285,0.01691215,0.00471288,0.018
weekend_promo_banner,review_starts,25,292626,0.21375327,0.00075784,336274,0.21815,0.00071218,0.02056922,0.00491867,0.018
weekend_promo_banner,review_starts,26,316688,0.20679376,0.00071969,316664,0.20756475,0.00072071,0.00372832,0.00493445,0.018
weekend_promo_banner,review_starts,27,302084,0.20956651,0.00074051,325078,0.21194134,0.00071679,0.01133212,0.00494664,0.018
weekend_promo_banner,review_starts,28,305312,0.21926376,0.0007488,296467,0.22436936,0.00076616,0.02328522,0.00494184,0.018
weekend_promo_banner,review_starts,29,337869,0.2303466,0.00072438,307765,0.23654921,0.00076602,0.02692727,0.00463553,0.018
weekend_promo_banner,review_starts,30,334794,0.23209402,0.00072962,325889,0.23887329,0.00074693,0.02920916,0.00456345,0.018
weekend_promo_banner,review_starts,31,327002,0.22633889,0.00073178,310854,0.23118218,0.00075615,0.02139841,0.00469746,0.018
weekend_promo_banner,review_starts,32,306947,0.21364586,0.00073982,304289,0.21658418,0.00074673,0.01375321,0.00495375,0.018
weekend_promo_banner,review_starts,33,325607,0.2064679,0.00070935,321556,0.20922368,0.00071731,0.01334724,0.00491841,0.018
weekend_promo_banner,review_starts,34,285393,0.2105599,0.00076318,306514,0.21313764,0.0007397,0.01224227,0.00507956,0.018
weekend_promo_banner,review_starts,35,306969,0.22097743,0.00074886,285921,0.22602724,0.0007822,0.02285214,0.0049543,0.018
weekend_promo_banner,review_starts,36,282143,0.23105124,0.00079354,337760,0.23623548,0.00073088,0.02243762,0.00472624,0.018
weekend_promo_banner,review_starts,37,340042,0.23316757,0.00072513,300475,0.2393425,0.0007784,0.02648282,0.00461901,0.018
weekend_promo_banner,review_starts,38,303861,0.22447307,0.00075691,322623,0.23059817,0.00074158,0.02728656,0.00478674,0.018
weekend_promo_banner,review_starts,39,295987,0.21465307,0.00075468,332844,0.21672204,0.00071415,0.00963869,0.00486511,0.018
weekend_promo_banner,review_starts,40,311113,0.20670976,0.000726,342150,0.20950335,0.00069572,0.01351454,0.00489888,0.018
weekend_promo_banner,review_starts,41,302987,0.21030489,0.00074036,332674,0.2113655,0.00070786,0.00504318,0.0048834,0.018
weekend_promo_banner,review_reactions,0,212433,0.09044712,0.0006223,255532,0.091471,0.00057028,0.01132022,0.00938992,0.006
weekend_promo_banner,review_reactions,1,214326,0.0939004,0.00063006,243563,0.09671633,0.0005989,0.02998841,0.00940444,0.006
weekend_promo_banner,review_reactions,2,222468,0.0958143,0.00062404,232943,0.09578612,0.00060976,-0.00029409,0.00910466,0.006
weekend_promo_banner,review_reactions,3,215248,0.09264574,0.00062493,252444,0.09138978,0.00057353,-0.01355661,0.00908833,0.006
weekend_promo_banner,review_reactions,4,219898,0.08750537,0.00060259,232525,0.0866777,0.00058349,-0.00945851,0.00953892,0.006
weekend_promo_banner,review_reactions,5,258649,0.08524306,0.00054907,231733,0.08420799,0.00057687,-0.01214255,0.009289,0.006
weekend_promo_banner,review_reactions,6,254461,0.08630442,0.00055668,236543,0.08684779,0.00057902,0.0062959,0.00933501,0.006
weekend_promo_banner,review_reactions,7,226413,0.09032835,0.00060243,213489,0.09245382,0.00062692,0.02353048,0.00973481,0.006
weekend_promo_banner,review_reactions,8,231029,0.0936782,0.00060622,213755,0.09605915,0.00063735,0.02541623,0.00950383,0.006
weekend_promo_banner,review_reactions,9,231121,0.09500334,0.00060992,258849,0.09551363,0.00057771,0.00537131,0.00886782,0.006
weekend_promo_banner,review_reactions,10,216885,0.09251129,0.00062216,226271,0.09217089,0.00060811,-0.00367947,0.0093865,0.006
weekend_promo_banner,review_reactions,11,218660,0.08781755,0.00060527,229122,0.08585691,0.00058528,-0.02232636,0.00947759,0.006
weekend_promo_banner,review_reactions,12,220062,0.08454048,0.00059303,232374,0.08470352,0.00057761,0.00192851,0.00980199,0.006
weekend_promo_banner,review_reactions,13,258805,0.08606208,0.00055129,225475,0.0862646,0.00059126,0.00235315,0.00940346,0.006
weekend_promo_banner,review_reactions,14,257469,0.09014526,0.00056441,222021,0.09166548,0.00061239,0.01686409,0.00931048,0.006
weekend_promo_banner,review_reactions,15,255177,0.09463053,0.00057944,239969,0.09635468,0.00060236,0.01821976,0.00891013,0.006
weekend_promo_banner,review_reactions,16,231114,0.09592852,0.00061258,220170,0.09480228,0.00062431,-0.01174043,0.00906542,0.006
weekend_promo_banner,review_reactions,17,251625,0.09265763,0.00057803,258515,0.09108645,0.00056591,-0.01695679,0.00865504,0.006
weekend_promo_banner,review_reactions,18,229714,0.08819776,0.00059168,234170,0.08696779,0.00058231,-0.01394564,0.00934608,0.006
weekend_promo_banner,review_reactions,19,256731,0.08509687,0.00055069,219612,0.08418421,0.0005925,-0.01072498,0.00945851,0.006
weekend_promo_banner,review_reactions,20,219617,0.08586556,0.00059784,249804,0.08702977,0.00056398,0.01355854,0.00964054,0.006
weekend_promo_banner,review_reactions,21,258470,0.08964409,0.0005619,241159,0.09332251,0.00059234,0.04103362,0.00928661,0.006
weekend_promo_banner,review_reactions,22,219828,0.09390446,0.00062214,235806,0.09569967,0.00060581,0.01911749,0.00933851,0.006
weekend_promo_banner,review_reactions,23,256552,0.09487553,0.00057855,233878,0.09488193,0.00060597,6.754e-05,0.00883088,0.006
weekend_promo_banner,review_reactions,24,250383,0.09119838,0.00057534,258407,0.09145591,0.00056706,0.00282382,0.00887052,0.006
weekend_promo_banner,review_reactions,25,213742,0.08839103,0.00061399,253301,0.08733672,0.00056096,-0.01192772,0.00934794,0.006
weekend_promo_banner,review_reactions,26,225469,0.08528318,0.00058821,253103,0.08443733,0.00055267,-0.00991822,0.00941416,0.006
weekend_promo_banner,review_reactions,27,246989,0.08566826,0.00056315,242814,0.08776154,0.00057421,0.02443461,0.00950136,0.006
weekend_promo_banner,review_reactions,28,257505,0.08962579,0.0005629,228120,0.09162944,0.00060404,0.02235573,0.00930868,0.006
weekend_promo_banner,review_reactions,29,229481,0.09368893,0.00060829,234012,0.09523136,0.00060679,0.01646333,0.00924667,0.006
weekend_promo_banner,review_reactions,30,225001,0.09535032,0.00061917,238774,0.09527052,0.00060082,-0.00083687,0.00904443,0.006
weekend_promo_banner,review_reactions,31,233570,0.09282641,0.00060044,247110,0.09306758,0.00058444,0.00259799,0.00903876,0.006
weekend_promo_banner,review_reactions,32,221721,0.08784096,0.00060115,258850,0.08721885,0.00055458,-0.00708229,0.00927541,0.006
weekend_promo_banner,review_reactions,33,214987,0.08405523,0.00059843,247624,0.0831861,0.00055497,-0.01033998,0.00965588,0.006
weekend_promo_banner,review_reactions,34,253741,0.0863941,0.00055773,254258,0.08676199,0.00055824,0.0042583,0.0091533,0.006
weekend_promo_banner,review_reactions,35,258543,0.08919954,0.00056057,234209,0.09197527,0.00059715,0.03111828,0.00931701,0.006
weekend_promo_banner,review_reactions,36,252545,0.09480433,0.00058293,243613,0.09695288,0.00059949,0.022663,0.00891779,0.006
weekend_promo_banner,review_reactions,37,255683,0.09407656,0.00057735,250509,0.0956118,0.00058752,0.01631909,0.00882627,0.006
weekend_promo_banner,review_reactions,38,257116,0.09222443,0.00057062,217991,0.09109249,0.00061629,-0.01227371,0.0090556,0.006
weekend_promo_banner,review_reactions,39,253971,0.08734222,0.00056024,245150,0.08692014,0.00056898,-0.00483247,0.00912053,0.006
weekend_promo_banner,review_reactions,40,228514,0.08414676,0.00058073,217452,0.08459371,0.00059675,0.00531159,0.00992121,0.006
weekend_promo_banner,review_reactions,41,228508,0.08611312,0.00058685,220439,0.08624649,0.00059792,0.00154882,0.00973642,0.006
exp_01,review_length,0,245756,48.00617775,0.08715405,247530,51.0430535,0.09233476,0.0632601,0.00272499,0.06929304
